_id,BUSINESS_TYPE_ID,BUSINESS_TYPE_DESC,FUEL_DISTRIBUTION_COMPANY_ID,FUEL_DISTRIBUTION_COMPANY_DESC,LPG_DISTRIBUTION_COMPANY_ID,LPG_DISTRIBUTION_COMPANY_DESC,FACILITY_TYPE_ID,FACILITY_TYPE_DESC,COUNTY_UAVT_CODE,COUNTY_NAME,NEIGHBORHOOD_UAVT_CODE,NEIGHBORHOOD_NAME,LATITUDE,LONGTITUDE
1,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.01261672,28.54140741
2,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40912,HASTANE,41.15816138,28.61356557
3,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1622,SİLİVRİ,40941,BÜYÜK ÇAVUŞLU,41.24933896,28.03778348
4,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40513,ZÜHTÜPAŞA,40.98389906,29.04009447
5,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2053,ESENYURT,40858,SAADETDERE,41.00057571,28.69146283
6,2,Akaryakıt Lpg,10,Opet,33,Opet,1,Aktif,1835,PENDİK,40653,YENİŞEHİR,40.93530869,29.32867668
7,1,Akaryakıt,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,1823,KÜÇÜKÇEKMECE,40605,İSTASYON,41.01450221,28.76814579
8,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40873,KAVAKLI,40.98940391,28.65694297
9,2,Akaryakıt Lpg,25,Starpet,-99,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,40819,SELAMİ ALİ,41.02753436,29.02624217
10,1,Akaryakıt,15,Total,42,Totalgaz,1,Aktif,2051,BEYLİKDÜZÜ,40894,YAKUPLU,40.98987317,28.6684008
11,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1835,PENDİK,40628,BAHÇELİEVLER,40.89141356,29.23323457
12,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1185,BEYKOZ,40237,GÜMÜŞSUYU,41.13060422,29.09358583
13,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1325,EYÜPSULTAN,40376,TOPÇULAR,41.04165762,28.91991842
14,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1421,KADIKÖY,40509,ACIBADEM,41.00306655,29.03626706
15,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,40757,MİMAR SİNAN,41.03232541,29.17362107
16,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,41.02096585,28.90659425
17,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.0800035,28.20899049
18,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40631,KAYNARCA,40.86945447,29.26901487
19,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2053,ESENYURT,40881,ATATÜRK,41.01967015,28.63169775
20,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1852,ÜMRANİYE,40737,İNKILAP,41.03100559,29.10747116
21,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40630,ŞEYHLİ,40.90436916,29.27867645
22,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40222,GAYRETTEPE,41.06142149,29.01104994
23,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1421,KADIKÖY,40525,SAHRAYICEDİT,40.98152792,29.08135026
24,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,1823,KÜÇÜKÇEKMECE,40582,ATAKENT,41.03474573,28.76686786
25,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1186,BEYOĞLU,40264,KAPTANPAŞA,41.04161852,28.96642489
26,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2055,SULTANGAZİ,40474,CEBECİ,41.11363622,28.85721776
27,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1708,ÜSKÜDAR,40809,KISIKLI,41.0225188,29.07526394
28,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1449,KARTAL,40571,YALI,40.8967308,29.22263569
29,1,Akaryakıt,15,Total,42,Totalgaz,1,Aktif,2051,BEYLİKDÜZÜ,40893,MARMARA,40.98186429,28.68256861
30,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2004,BAĞCILAR,40170,MAHMUTBEY,41.05997752,28.83135469
31,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1663,ŞİŞLİ,40685,19 MAYIS,41.05681212,28.99637357
32,2,Akaryakıt Lpg,12,Petrol Ofisi,22,Habaş,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,40.97177557,29.24849597
33,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40230,NİSBETİYE,41.07384915,29.01594593
34,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2004,BAĞCILAR,40155,BAĞLAR,41.02608257,28.81410163
35,2,Akaryakıt Lpg,2,Alpet,6,Alpet,1,Aktif,1325,EYÜPSULTAN,40483,BOĞAZKÖY İSTİKLAL,41.13673143,28.81707269
36,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40894,YAKUPLU,41.00426897,28.68413878
37,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1325,EYÜPSULTAN,40368,KARADOLAP,41.06937155,28.93316692
38,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,2048,ARNAVUTKÖY,40479,İSLAMBEY,41.18944311,28.74268625
39,2,Akaryakıt Lpg,10,Opet,-99,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,98688,CEMİL MERİÇ,41.0163878,29.14598187
40,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1835,PENDİK,40628,BAHÇELİEVLER,40.88487599,29.23556676
41,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1622,SİLİVRİ,40938,ORTAKÖY,41.08342301,28.37078083
42,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2053,ESENYURT,40866,YEŞİLKENT,41.02523913,28.65928705
43,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1336,GAZİOSMANPAŞA,40455,MERKEZ,41.05809494,28.90624368
44,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.0079701,28.53766986
45,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,41.02941408,28.79570732
46,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2015,TUZLA,40726,TEPEÖREN,40.93586163,29.3611637
47,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40551,TELSİZLER,41.0751913,28.99990174
48,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1659,ŞİLE,191861,AHMETLİ,41.16117111,29.59034112
49,1,Akaryakıt,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,1835,PENDİK,40629,FEVZİ ÇAKMAK,40.89092212,29.26322309
50,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40530,İÇERENKÖY,40.96706594,29.10422482
51,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,2016,ESENLER,40354,HAVAALANI,41.05465828,28.86387982
52,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2048,ARNAVUTKÖY,40912,HASTANE,41.15255923,28.61693973
53,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2005,BAHÇELİEVLER,40183,YENİBOSNA MERKEZ,41.01178545,28.81783783
54,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1835,PENDİK,40641,YAYALAR,40.89918877,29.2686647
55,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1782,BÜYÜKÇEKMECE,40848,FATİH,41.02184205,28.58403678
56,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2016,ESENLER,40345,FEVZİ ÇAKMAK,41.04909299,28.87684213
57,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2010,GÜNGÖREN,40501,HAZNEDAR,41.00691653,28.87140247
58,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40590,HALKALI MERKEZ,41.02885255,28.79068333
59,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1810,KAĞITHANE,40547,SULTAN SELİM,41.09433608,28.99299325
60,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,2048,ARNAVUTKÖY,40480,YAVUZ SELİM,41.20513127,28.72826561
61,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2050,BAŞAKŞEHİR,40357,BAŞAK,41.0845534,28.8106902
62,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2012,MALTEPE,40612,ALTAYÇEŞME,40.92783851,29.13306917
63,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2051,BEYLİKDÜZÜ,40867,GÜRPINAR,40.9959898,28.60619924
64,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40890,ULUS,41.0259119,28.55657737
65,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40576,FATİH,40.96950037,29.22021668
66,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40514,FENERBAHÇE,40.97485903,29.05216014
67,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,1782,BÜYÜKÇEKMECE,40929,KAMİLOBA,41.04027366,28.42850663
68,2,Akaryakıt Lpg,11,Pet-Line,29,Mogaz,1,Aktif,1336,GAZİOSMANPAŞA,40463,KARAYOLLARI,41.08698267,28.88928688
69,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,1886,BAYRAMPAŞA,40203,CEVATPAŞA,41.07299288,28.88672428
70,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,2014,SULTANBEYLİ,40947,TURGUT REİS,40.96388354,29.28443917
71,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2010,GÜNGÖREN,40504,ABDURRAHMAN NAFİZ GÜRMAN,41.00477714,28.89232007
72,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40922,CUMHURİYET,41.07046999,28.27883598
73,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1185,BEYKOZ,40246,GÖZTEPE,41.08110132,29.07702496
74,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2016,ESENLER,40348,BİRLİK,41.05385238,28.86634702
75,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,41.05631325,28.36998004
76,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1852,ÜMRANİYE,40739,İSTİKLAL,41.02477377,29.1002775
77,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1739,ZEYTİNBURNU,40505,TOZKOPARAN,41.01918556,28.91783023
78,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2055,SULTANGAZİ,40465,CUMHURİYET,41.09130079,28.88428792
79,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1886,BAYRAMPAŞA,40206,TERAZİDERE,41.02806636,28.90068303
80,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,2048,ARNAVUTKÖY,40478,ARNAVUTKÖY MERKEZ,41.18601276,28.73928928
81,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2005,BAHÇELİEVLER,40177,BAHÇELİEVLER,41.00227299,28.88296925
82,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2012,MALTEPE,40611,KÜÇÜKYALI MERKEZ,40.94801038,29.10653007
83,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1886,BAYRAMPAŞA,40210,YILDIRIM,41.07009753,28.89254169
84,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2052,ÇEKMEKÖY,40756,MERKEZ,41.0370441,29.1556768
85,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2048,ARNAVUTKÖY,40483,BOĞAZKÖY İSTİKLAL,41.15285325,28.78756392
86,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2016,ESENLER,40352,KEMER,41.05482568,28.87583121
87,2,Akaryakıt Lpg,2,Alpet,25,İpragaz,1,Aktif,2014,SULTANBEYLİ,40955,ORHANGAZİ,40.94061661,29.28526576
88,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1421,KADIKÖY,40508,KOŞUYOLU,41.00436516,29.03031176
89,2,Akaryakıt Lpg,9,LukOil,3,Akpet Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40887,MİMAR SİNAN,41.01398501,28.54734886
90,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40193,ZEYTİNLİK,40.9743736,28.8743595
91,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,2055,SULTANGAZİ,40472,SULTANÇİFTLİĞİ,41.09489084,28.86334675
92,2,Akaryakıt Lpg,15,Total,48,Exen Gaz,1,Aktif,1237,ÇATALCA,191815,SUBAŞI,41.22299745,28.45500613
93,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,2053,ESENYURT,181500,ZAFER,41.01207548,28.68179064
94,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40221,DİKİLİTAŞ,41.05508747,28.99931091
95,2,Akaryakıt Lpg,5,BP,14,Bp Gaz,1,Aktif,2055,SULTANGAZİ,40466,YUNUS EMRE,41.0951491,28.89592117
96,1,Akaryakıt,12,Petrol Ofisi,47,Pogaz,1,Aktif,1835,PENDİK,40631,KAYNARCA,40.87516932,29.2543109
97,,Bilinmiyor,12,Petrol Ofisi,47,Pogaz,1,Aktif,1708,ÜSKÜDAR,40785,BAHÇELİEVLER,41.04925741,29.07687186
98,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1186,BEYOĞLU,40268,KÜÇÜK PİYALE,41.0381445,28.96805901
99,2,Akaryakıt Lpg,27,Türkiye Petrol,51,Türkiye Petrol,1,Aktif,1336,GAZİOSMANPAŞA,40456,ŞEMSİPAŞA,41.06827877,28.90753223
100,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1325,EYÜPSULTAN,40376,TOPÇULAR,41.04519721,28.91682936
101,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1183,BEŞİKTAŞ,40235,LEVENT,41.08772462,29.01774089
102,1,Akaryakıt,5,BP,-99,Bilinmiyor,1,Aktif,1449,KARTAL,40563,KORDONBOYU,40.88755051,29.19164291
103,2,Akaryakıt Lpg,9,LukOil,26,Luk Oil,1,Aktif,1835,PENDİK,40634,GÜZELYALI,40.85619462,29.28717171
104,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1810,KAĞITHANE,40543,MERKEZ,41.08562417,28.96854454
105,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40197,KARTALTEPE,40.98804233,28.8841313
106,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,40.9719573,29.24918089
107,2,Akaryakıt Lpg,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,2054,SANCAKTEPE,40772,YUNUS EMRE,41.01543014,29.24371389
108,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,99749,ATATÜRK,40.98520369,29.10719444
109,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40940,SELİMPAŞA,41.0499225,28.39087994
110,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40464,KARADENİZ,41.07614846,28.88070665
111,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,40531,KÜÇÜKBAKKALKÖY,40.97831858,29.12361155
112,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40515,FENERYOLU,40.98428999,29.05691032
113,1,Akaryakıt,12,Petrol Ofisi,-99,Bilinmiyor,1,Aktif,1604,SARIYER,40668,KİREÇBURNU,41.15146045,29.04263104
114,1,Akaryakıt,10,Opet,-99,Bilinmiyor,1,Aktif,2049,ATAŞEHİR,99519,MİMAR SİNAN,40.98385675,29.1658297
115,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,2054,SANCAKTEPE,40771,SAFA,41.0137312,29.24597297
116,1,Akaryakıt,23,Moil,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40193,ZEYTİNLİK,40.97239108,28.87823811
117,2,Akaryakıt Lpg,12,Petrol Ofisi,47,Pogaz,1,Aktif,2053,ESENYURT,181488,BARBAROS HAYRETTİN PAŞA,41.01779013,28.64613628
118,1,Akaryakıt,15,Total,-99,Bilinmiyor,1,Aktif,1708,ÜSKÜDAR,98666,ÇENGELKÖY,41.05127969,29.06445839
119,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1708,ÜSKÜDAR,40809,KISIKLI,41.02386574,29.08152877
120,2,Akaryakıt Lpg,22,KadOil,10,Aygaz,1,Aktif,2004,BAĞCILAR,40155,BAĞLAR,41.03131234,28.82300003
121,1,Akaryakıt,-99,Bilinmiyor,-99,Bilinmiyor,1,Aktif,2015,TUZLA,40720,AYDINLI,40.8662894,29.334885
122,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.08089449,28.20540691
123,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,38,Shell-Turcas Petrol,1,Aktif,1186,BEYOĞLU,40289,SURURİ MEHMET EFENDİ,41.03845927,28.97348141
124,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40923,MİMAR SİNAN,41.08141999,28.22079936
125,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,2015,TUZLA,40732,MESCİT,40.88118159,29.34513705
126,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,1810,KAĞITHANE,40539,GÜRSEL,41.07514309,28.9696002
127,2,Akaryakıt Lpg,10,Opet,-99,Bilinmiyor,1,Aktif,1421,KADIKÖY,40529,KOZYATAĞI,40.97045161,29.10110514
128,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,1835,PENDİK,40642,VELİBABA,40.89866138,29.25959823
129,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1782,BÜYÜKÇEKMECE,40868,PINARTEPE,40.99781132,28.60520225
130,2,Akaryakıt Lpg,2,Alpet,48,Exen Gaz,1,Aktif,1186,BEYOĞLU,40297,KEMANKEŞ KARAMUSTAFAPAŞA,41.02601545,28.97975053
131,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1336,GAZİOSMANPAŞA,40456,ŞEMSİPAŞA,41.07000505,28.90675266
132,2,Akaryakıt Lpg,15,Total,42,Totalgaz,1,Aktif,2012,MALTEPE,40616,YALI,40.91444451,29.14083401
133,2,Akaryakıt Lpg,22,KadOil,13,Bizim Gaz,1,Aktif,1336,GAZİOSMANPAŞA,40460,YENİ MAHALLE,41.0820832,28.89300155
134,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,39,Shell Gaz,1,Aktif,1782,BÜYÜKÇEKMECE,40844,ALKENT 2000,41.07923068,28.62487209
135,2,Akaryakıt Lpg,10,Opet,10,Aygaz,1,Aktif,1823,KÜÇÜKÇEKMECE,40595,SULTAN MURAT,41.00259596,28.78740856
136,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40933,FEVZİPAŞA,41.09568787,27.99974117
137,1,Akaryakıt,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1622,SİLİVRİ,40930,BALABAN,41.06038321,28.08431524
138,2,Akaryakıt Lpg,13,Shell-Turcas Petrol,-99,Bilinmiyor,1,Aktif,1166,BAKIRKÖY,40199,ŞENLİKKÖY,40.98799075,28.79598148
139,2,Akaryakıt Lpg,3,Aytemiz,11,Aytemiz,1,Aktif,2052,ÇEKMEKÖY,191997,REŞADİYE,41.07875581,29.25029521
140,1,Akaryakıt,3,Aytemiz,-99,Bilinmiyor,1,Aktif,2052,ÇEKMEKÖY,191995,KOÇULLU,41.08178999,29.34045862
141,2,Akaryakıt Lpg,10,Opet,29,Mogaz,1,Aktif,2014,SULTANBEYLİ,40948,HASANPAŞA,40.96817004,29.25312263
